134	978
134	1630
134	2741
134	3391
134	5049
134	5404
134	6004
134	6769
134	9035
134	9399
134	9400
134	9402
134	9403
134	9407
134	9410
134	9414
134	9418
134	9419
134	9424
134	9426
134	9429
134	9430
134	9431
134	9432
134	9434
134	9437
134	9438
134	9440
134	9442
134	9443
134	9446
134	9447
134	9448
134	9449
134	9450
134	9452
134	9454
134	9455
134	9456
134	9457
134	9458
134	9459
134	9468
134	9473
134	9479
134	9487
134	9491
134	9499
134	9500
134	9507
134	9508
134	9511
134	9513
134	9514
134	9516
134	9518
134	9520
162	2734
370	24650
386	3816
386	3918
386	22356
856	1126
978	134
978	3391
978	5214
978	6004
978	9035
978	9429
978	9432
978	9438
978	9440
978	9443
978	9446
978	9447
978	9449
978	9459
978	9468
978	9499
978	9507
978	9511
978	9518
978	43442
1072	44176
1072	44178
1072	44182
1072	44183
1072	44184
1077	1496
1077	3382
1077	6798
1077	13382
1077	15731
1077	18981
1077	19162
1077	20152
1077	21071
1077	31753
1077	38246
1077	41457
1077	41583
1077	41647
1077	42824
1077	44224
1077	44226
1077	44227
1077	44231
1077	44233
1077	44236
1077	44237
1077	44240
1077	44241
1077	44242
1077	44243
1077	44244
1077	44246
1126	856
1126	18945
1126	44985
1126	44986
1126	44988
1232	48245
1232	48246
1496	1077
1496	45288
1496	52606
1502	3816
1502	36473
1502	36475
1502	38063
1502	38094
1502	52667
1502	52672
1574	4492
1574	53473
1630	134
1630	0
1630	6004
1630	9410
1630	9449
1630	29749
1630	54448
1706	1893
1718	9500
1718	35286
1718	55653
1718	55656
1718	55657
1718	55658
1893	1706
1923	11493
1923	58513
1923	58514
1923	58515
1923	58521
1923	58523
2038	8751
2038	59631
2449	9403
2449	43226
2539	15725
2673	65217
2734	162
2734	18077
2734	61528
2734	65421
2741	134
2741	5404
2741	6004
2741	9035
2741	9430
2741	9432
2741	9438
2741	9442
2741	9447
2741	9449
2741	9458
2741	9491
2741	9499
2741	9507
2741	9513
2741	9518
2741	29749
2741	40997
2741	43222
2784	37609
2784	44466
0	1630
0	9399
0	9403
0	9410
0	9442
0	9452
0	9479
0	9507
0	43211
0	43220
3206	39681
3206	50079
3382	1077
3382	41441
3382	44224
3391	134
3391	978
3391	6004
3391	9437
3391	9438
3391	9449
3391	9450
3391	9473
3391	9507
3391	9511
3391	18256
3391	29749
3391	67290
3411	15709
3411	27001
3816	386
3816	1502
3816	3918
3816	29543
3816	34926
3816	48245
3816	52672
3816	69170
3918	386
3918	3816
3918	18981
3918	23052
3918	25387
3918	27458
3918	28255
3918	34926
3918	45288
3918	48245
3918	69170
3918	69557
3918	69558
3918	69559
3918	69561
4491	4492
4492	1574
4492	4491
4492	4493
4493	4492
5049	134
5205	5214
5205	31753
5205	35503
5214	978
5214	5205
5214	18981
5214	22356
5214	27017
5214	28104
5214	35489
5214	46674
5214	58838
5214	72804
5214	72806
5214	73336
5214	74919
5214	74920
5214	74922
5214	74923
5214	74929
5214	74931
5214	74935
5214	74938
5214	74940
5214	74943
5404	134
5404	2741
5404	6004
5404	9035
5404	9399
5404	9426
5404	9438
5404	9442
5404	9449
5404	9455
5404	9458
5404	9499
5404	9507
5404	9511
5404	9513
5404	43222
6004	134
6004	978
6004	1630
6004	2741
6004	3391
6004	5404
6004	9035
6004	9399
6004	9410
6004	9414
6004	9418
6004	9432
6004	9437
6004	9438
6004	9442
6004	9447
6004	9449
6004	9450
6004	9455
6004	9458
6004	9459
6004	9468
6004	9479
6004	9499
6004	9507
6004	9511
6004	9513
6004	9518
6004	29749
6004	40997
6004	43202
6004	67290
6769	134
6769	9402
6769	55657
6769	79508
6798	1077
6798	17182
6798	21071
6798	28158
6798	79581
6798	79582
6798	79583
7122	25481
7122	80696
8092	8112
8092	37942
8092	55279
8092	66647
8092	81979
8092	83260
8092	83261
8092	83262
8092	83265
8112	8092
8112	83260
8675	10344
8675	13508
8675	18981
8675	22356
8675	28104
8675	33954
8675	44240
8675	46674
8675	57997
8675	84559
8675	84560
8675	84561
8675	84563
8675	84564
8675	84565
8675	84566
8751	2038
8751	84675
8751	84684
8751	84685
8969	58514
8969	85031
9035	134
9035	978
9035	2741
9035	5404
9035	6004
9035	9399
9035	9414
9035	9418
9035	9426
9035	9432
9035	9434
9035	9438
9035	9442
9035	9447
9035	9448
9035	9449
9035	9454
9035	9457
9035	9458
9035	9459
9035	9507
9035	9511
9035	9513
9035	9514
9035	9516
9035	17093
9035	17377
9035	18418
9035	27511
9035	29749
9035	37609
9035	43220
9035	43222
9035	43226
9035	68541
9035	83054
9035	84913
9035	85188
9035	85191
9399	134
