134	34.713783854	-92.399225235
162	29.3043717167	-94.7927058667
370	29.9839699528	-90.2578353882
386	29.9475255833	-90.0690751167
856	30.1982619333	-92.0777272667
978	34.8262834667	-92.3882982667
1008	30.6716367477	-88.1156730652
1064	32.5667683833	-90.0776569333
1072	32.5504598	-92.0771149
1077	32.405582273	-88.688858726
1126	29.9691465993	-92.1373450756
1142	29.8192556675	-94.9989187717
1232	30.073932	-90.488063
1496	29.9481066522	-90.0649952888
1502	29.9839699528	-90.2578353882
1574	31.30606454	-94.72359448
1630	34.7476438	-92.2662340833
1706	29.9575495667	-90.0619912
1718	34.6038591167	-92.4972566667
1768	29.9839699528	-90.2578353882
1893	29.9489293713	-90.0663471222
1923	30.464104668	-87.257527113
1949	29.964656411	-90.066198558
2038	30.8527378833	-94.17252735
2449	29.9629881427	-90.0576251454
2539	31.6232913	-89.1824574833
2565	29.283637483	-94.79809305
2673	30.1528143883	-94.2712461948
2696	31.2784238333	-94.7356197333
2734	29.9507700063	-90.0811743736
2741	34.7284400306	-92.2205471992
2784	32.53008305	-94.7881492667
3062	29.9539629333	-93.9780722
3140	30.5321022739	-91.1563110352
0	34.7475386667	-92.2660465833
3198	29.30515319	-94.79176747
3206	33.208193	-87.5648722
3382	34.3632855881	-89.5632505417
3391	34.6769926667	-92.36544315
3411	30.3995365	-91.1070815
3467	34.7110498633	-92.4060487747
3816	30.000276	-90.200747
3918	29.91636005	-90.1132834667
4218	29.9839699528	-90.2578353882
4491	33.516306783	-93.9354618
4492	31.3382605	-94.7399185
4493	31.3001061833	-94.7279893667
4940	29.9751347833	-90.1523821167
5049	29.7862486667	-94.8773684333
5205	33.4546462319	-88.8061273098
5214	30.4229525435	-91.136521085
5261	29.2933307	-94.81819345
5333	29.9504148833	-90.0702738667
5358	30.2158359685	-92.0419549942
5372	30.2085578303	-92.0398199558
5384	34.7462735994	-92.2665677278
5404	34.7442472	-92.2738444
5668	29.9521365163	-90.0706493855
5704	31.61971902	-94.64626026
5957	33.1745986333	-87.5250955
6004	34.8098454	-92.4869522
6676	34.50971204	-93.05362439
6711	30.076425067	-94.169654833
6769	33.286933	-91.1545659
6798	33.4546462319	-88.8061273098
7122	32.5447787833	-92.6389183167
7544	30.482628	-87.223091
7807	34.75599395	-92.39265635
7904	31.288606562	-94.728308291
8092	32.51445195	-93.7447996
8112	32.4558105217	-93.7463913971
8354	32.45994225	-94.0407909167
8675	30.2566499667	-91.9883097333
8724	30.1689409833	-93.8908767
8732	31.3081274167	-94.7272669
8751	30.9079137352	-94.0155243874
